Dam_m2_s;Ca_mol_m3;L_membrana_m
1.974359e-05;0.684615;42.391614
1.974359e-05;0.692308;41.357672
1.974359e-05;0.700000;40.323731
1.974359e-05;0.707692;39.289789
1.974359e-05;0.715385;38.255847
1.974359e-05;0.723077;37.221905
1.974359e-05;0.730769;36.187963
1.974359e-05;0.738462;35.154022
1.974359e-05;0.746154;34.120080
1.974359e-05;0.753846;33.086138
1.974359e-05;0.761538;32.052196
1.974359e-05;0.769231;31.018254
1.974359e-05;0.776923;29.984313
1.974359e-05;0.784615;28.950371
1.974359e-05;0.792308;27.916429
1.974359e-05;0.800000;26.882487
2.000000e-05;0.500000;66.344600
2.000000e-05;0.507692;65.323913
2.000000e-05;0.515385;64.303227
2.000000e-05;0.523077;63.282541
2.000000e-05;0.530769;62.261855
2.000000e-05;0.538462;61.241169
2.000000e-05;0.546154;60.220483
2.000000e-05;0.553846;59.199796
2.000000e-05;0.561538;58.179110
2.000000e-05;0.569231;57.158424
2.000000e-05;0.576923;56.137738
2.000000e-05;0.584615;55.117052
2.000000e-05;0.592308;54.096366
2.000000e-05;0.600000;53.075680
2.000000e-05;0.607692;52.054993
2.000000e-05;0.615385;51.034307
2.000000e-05;0.623077;50.013621
2.000000e-05;0.630769;48.992935
2.000000e-05;0.638462;47.972249
2.000000e-05;0.646154;46.951563
2.000000e-05;0.653846;45.930877
2.000000e-05;0.661538;44.910190
2.000000e-05;0.669231;43.889504
2.000000e-05;0.676923;42.868818
2.000000e-05;0.684615;41.848132
2.000000e-05;0.692308;40.827446
2.000000e-05;0.700000;39.806760
2.000000e-05;0.707692;38.786074
2.000000e-05;0.715385;37.765387
2.000000e-05;0.723077;36.744701
2.000000e-05;0.730769;35.724015
2.000000e-05;0.738462;34.703329
2.000000e-05;0.746154;33.682643
2.000000e-05;0.753846;32.661957
2.000000e-05;0.761538;31.641271
2.000000e-05;0.769231;30.620584
2.000000e-05;0.776923;29.599898
2.000000e-05;0.784615;28.579212
2.000000e-05;0.792308;27.558526
2.000000e-05;0.800000;26.537840
